"lake","lake__URI","area","location","location__URI","state","state__URI"
"Little South Pond","http://dbpedia.org/resource/Little_South_Pond","250905.0","Plymouth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Little West Pond","http://dbpedia.org/resource/Little_West_Pond","101171.0","Plymouth, Massachusettsss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Little West Pond","http://dbpedia.org/resource/Little_West_Pond","101171.0","Plymouth, Masssachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Loch Lomond (California)","http://dbpedia.org/resource/Loch_Lomond_(California)","708200.0","Santa Cruz County, Californiaaa","http://dbpedia.org/resource/Santa_Cruz_County,_California","California","http://dbpedia.org/resource/California"
"Long Duck Pond","http://dbpedia.org/resource/Long_Duck_Pond","93077.7","Plymouuth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Long Duck Pond","http://dbpedia.org/resource/Long_Duck_Pond","93077.7","Plymouuth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Long Island Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Long_Island_Pond_(Plymouth,_Massachusetts)","121406.0","Plymouth, Massachusettsss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Long Island Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Long_Island_Pond_(Plymouth,_Massachusetts)","121406.0","Plymouth, Massachusettsss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Long Pond (Lakeville, Massachusetts)","http://dbpedia.org/resource/Long_Pond_(Lakeville,_Massachusetts)","6.96464e+06","Lakeville, Massachusettsss","http://dbpedia.org/resource/Lakeville,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Long Pond (Lakeville, Massachusetts)","http://dbpedia.org/resource/Long_Pond_(Lakeville,_Massachusetts)","6.96464e+06","Freetown, MMassachusetts","http://dbpedia.org/resource/Freetown,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Long Pond (Lakeville, Massachusetts)","http://dbpedia.org/resource/Long_Pond_(Lakeville,_Massachusetts)","6.96464e+06","Lakeville, Massachusettss","http://dbpedia.org/resource/Lakeville,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Long Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Long_Pond_(Plymouth,_Massachusetts)","853887.0","Plymmouth, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Long Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Long_Pond_(Plymouth,_Massachusetts)","853887.0","Plymouth, Massacchusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Long Pond (Rochester, Massachusetts)","http://dbpedia.org/resource/Long_Pond_(Rochester,_Massachusetts)","133546.0","Rochester, Massachusettsss","http://dbpedia.org/resource/Rochester,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Long Pond (Rochester, Massachusetts)","http://dbpedia.org/resource/Long_Pond_(Rochester,_Massachusetts)","133546.0","Rochester, Massachuseetts","http://dbpedia.org/resource/Rochester,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lost Lake (California)","http://dbpedia.org/resource/Lost_Lake_(California)","7000.0","El Dorado County, Californiaa","http://dbpedia.org/resource/El_Dorado_County,_California","California","http://dbpedia.org/resource/California"
"Lost Lake (Groton)","http://dbpedia.org/resource/Lost_Lake_(Groton)","825559.0","Groton, Massachusettsss","http://dbpedia.org/resource/Groton,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lout Pond","http://dbpedia.org/resource/Lout_Pond","72843.4","Plymouth, Massacchusettts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Lout Pond","http://dbpedia.org/resource/Lout_Pond","72843.4","Plymoouthh, Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lower Chandler Pond","http://dbpedia.org/resource/Lower_Chandler_Pond","121406.0","Pembroke, Massachusetts","http://dbpedia.org/resource/Pembroke,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Lower Chandler Pond","http://dbpedia.org/resource/Lower_Chandler_Pond","121406.0","Duxbury, Massachusettss","http://dbpedia.org/resource/Duxbury,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Lower Chandler Pond","http://dbpedia.org/resource/Lower_Chandler_Pond","121406.0","Pembroke, Massachusettss","http://dbpedia.org/resource/Pembroke,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lower Chandler Pond","http://dbpedia.org/resource/Lower_Chandler_Pond","121406.0","Duxbury, Massachusettts","http://dbpedia.org/resource/Duxbury,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Lower Otay Reservoir","http://dbpedia.org/resource/Lower_Otay_Reservoir","4.45154e+06","San Diego County, Californiiaa","http://dbpedia.org/resource/San_Diego_County,_California","California","http://dbpedia.org/resource/California"
"Malibou Lake, California","http://dbpedia.org/resource/Malibou_Lake,_California","1.4164e+06","Los Angeles","http://dbpedia.org/resource/Los_Angeles","California","http://dbpedia.org/resource/California"
"Mammoth Pool Reservoir","http://dbpedia.org/resource/Mammoth_Pool_Reservoir","4.45154e+06","Fresno County, California","http://dbpedia.org/resource/Fresno_County,_California","California","http://dbpedia.org/resource/California"
"Mammoth Pool Reservoir","http://dbpedia.org/resource/Mammoth_Pool_Reservoir","4.45154e+06","Madera County, Californiiaa","http://dbpedia.org/resource/Madera_County,_California","California","http://dbpedia.org/resource/California"
"Maquan Pond","http://dbpedia.org/resource/Maquan_Pond","194249.0","Hanson, Massachhusetts","http://dbpedia.org/resource/Hanson,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Maquan Pond","http://dbpedia.org/resource/Maquan_Pond","194249.0","Hanson,, Massachusetts","http://dbpedia.org/resource/Hanson,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Mary's Pond","http://dbpedia.org/resource/Mary's_Pond","327795.0","Rochester, Massacchusettss","http://dbpedia.org/resource/Rochester,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Mary's Pond","http://dbpedia.org/resource/Mary's_Pond","327795.0","Rochester, Massachusettss","http://dbpedia.org/resource/Rochester,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Meiss Lake","http://dbpedia.org/resource/Meiss_Lake","1.21406e+07","Siskiyou CCounty, California","http://dbpedia.org/resource/Siskiyou_County,_California","California","http://dbpedia.org/resource/California"
"Micajah Pond (Massachusetts)","http://dbpedia.org/resource/Micajah_Pond_(Massachusetts)","80937.1","Plymouthh, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Micajah Pond (Massachusetts)","http://dbpedia.org/resource/Micajah_Pond_(Massachusetts)","80937.1","Plymouth, Massachuusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Middle Lake Hamilton","http://dbpedia.org/resource/Middle_Lake_Hamilton","416826.0","Winter Haven, Floridaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Mill Pond (Duxbury, Massachusetts)","http://dbpedia.org/resource/Mill_Pond_(Duxbury,_Massachusetts)","52609.1","Duxbury, Massachusetts","http://dbpedia.org/resource/Duxbury,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Mill Pond (Duxbury, Massachusetts)","http://dbpedia.org/resource/Mill_Pond_(Duxbury,_Massachusetts)","52609.1","Duxbury, Massachusetts","http://dbpedia.org/resource/Duxbury,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Mill Pond (Wareham, Massachusetts)","http://dbpedia.org/resource/Mill_Pond_(Wareham,_Massachusetts)","607028.0","Wareham, Massachusetts","http://dbpedia.org/resource/Wareham,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Mill Pond (Wareham, Massachusetts)","http://dbpedia.org/resource/Mill_Pond_(Wareham,_Massachusetts)","607028.0","Wareham, Massachusetts","http://dbpedia.org/resource/Wareham,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Millerton Lake","http://dbpedia.org/resource/Millerton_Lake","1.98296e+07","Fresno County, Californiaa","http://dbpedia.org/resource/Fresno_County,_California","California","http://dbpedia.org/resource/California"
"Millerton Lake","http://dbpedia.org/resource/Millerton_Lake","1.98296e+07","Madera County, Caliiforniaa","http://dbpedia.org/resource/Madera_County,_California","California","http://dbpedia.org/resource/California"
"Mirror Lake (Lake Placid)","http://dbpedia.org/resource/Mirror_Lake_(Lake_Placid)","376965.0","Lake Placid, Florida","http://dbpedia.org/resource/Lake_Placid,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Mono Lake","http://dbpedia.org/resource/Mono_Lake","1.82647e+08","Mono County, Californiaaa","http://dbpedia.org/resource/Mono_County,_California","California","http://dbpedia.org/resource/California"
"Monponsett Pond","http://dbpedia.org/resource/Monponsett_Pond","995527.0","Halifax, Massaachusetts","http://dbpedia.org/resource/Halifax,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Monponsett Pond","http://dbpedia.org/resource/Monponsett_Pond","1.14121e+06","Halifax, Massachusettsss","http://dbpedia.org/resource/Halifax,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Monponsett Pond","http://dbpedia.org/resource/Monponsett_Pond","995527.0","Halifax, Massachusettss","http://dbpedia.org/resource/Halifax,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Monponsett Pond","http://dbpedia.org/resource/Monponsett_Pond","1.14121e+06","Halifax, Massachusettss","http://dbpedia.org/resource/Halifax,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Morey Hole","http://dbpedia.org/resource/Morey_Hole","89030.8","Plymouth,, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Morey Hole","http://dbpedia.org/resource/Morey_Hole","89030.8","Plymmouth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Mountain Meadows Reservoir","http://dbpedia.org/resource/Mountain_Meadows_Reservoir","2.34718e+07","Lassen County, Californiaa","http://dbpedia.org/resource/Lassen_County,_California","California","http://dbpedia.org/resource/California"
"Muddy Pond (Kingston, Massachusetts)","http://dbpedia.org/resource/Muddy_Pond_(Kingston,_Massachusetts)","149734.0","Kingston, Massachusettsss","http://dbpedia.org/resource/Kingston,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Muddy Pond (Kingston, Massachusetts)","http://dbpedia.org/resource/Muddy_Pond_(Kingston,_Massachusetts)","149734.0","Kingston, Massachusettss","http://dbpedia.org/resource/Kingston,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"New Hogan Lake","http://dbpedia.org/resource/New_Hogan_Lake","1.78466e+07","Calaveras County, Californiaaa","http://dbpedia.org/resource/Calaveras_County,_California","California","http://dbpedia.org/resource/California"
"New Long Pond","http://dbpedia.org/resource/New_Long_Pond","93077.7","Plymouth, Massachusetttts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"New Long Pond","http://dbpedia.org/resource/New_Long_Pond","93077.7","Plymouth, Massachuusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"New Melones Lake","http://dbpedia.org/resource/New_Melones_Lake","5.1e+07","Calaveras  County, Californiaa","http://dbpedia.org/resource/Calaveras_County,_California","California","http://dbpedia.org/resource/California"
"New Melones Lake","http://dbpedia.org/resource/New_Melones_Lake","5.1e+07","Tuolumne County, Californiaaa","http://dbpedia.org/resource/Tuolumne_County,_California","California","http://dbpedia.org/resource/California"
"Newnans Lake","http://dbpedia.org/resource/Newnans_Lake","3.042e+07","Gainesville, Florida","http://dbpedia.org/resource/Gainesville,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Nicasio Reservoir","http://dbpedia.org/resource/Nicasio_Reservoir","3.41959e+06","Marin County, Californiaa","http://dbpedia.org/resource/Marin_County,_California","California","http://dbpedia.org/resource/California"
"North Hill Marsh Pond","http://dbpedia.org/resource/North_Hill_Marsh_Pond","153781.0","Duxbury, Massachusetts","http://dbpedia.org/resource/Duxbury,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"North Hill Marsh Pond","http://dbpedia.org/resource/North_Hill_Marsh_Pond","153781.0","Duxbury, Massachusettss","http://dbpedia.org/resource/Duxbury,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"North Triangle Pond","http://dbpedia.org/resource/North_Triangle_Pond","80937.1","Plyymouth,  Massachusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"North Triangle Pond","http://dbpedia.org/resource/North_Triangle_Pond","80937.1","Plymouth, Massachhusetts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Oldham Pond (Massachusetts)","http://dbpedia.org/resource/Oldham_Pond_(Massachusetts)","938871.0","Pembroke, Massachusettss","http://dbpedia.org/resource/Pembroke,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Oldham Pond (Massachusetts)","http://dbpedia.org/resource/Oldham_Pond_(Massachusetts)","938871.0","Hanson, Massachusettsss","http://dbpedia.org/resource/Hanson,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Oldham Pond (Massachusetts)","http://dbpedia.org/resource/Oldham_Pond_(Massachusetts)","938871.0","Pembroke, Massachusettss","http://dbpedia.org/resource/Pembroke,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Oldham Pond (Massachusetts)","http://dbpedia.org/resource/Oldham_Pond_(Massachusetts)","938871.0","Hanson, Massachusettsss","http://dbpedia.org/resource/Hanson,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Otis Reservoir","http://dbpedia.org/resource/Otis_Reservoir","4.39084e+06","Blandford, Massachusettss","http://dbpedia.org/resource/Blandford,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Otis Reservoir","http://dbpedia.org/resource/Otis_Reservoir","4.39084e+06","Otis, Massachusettsss","http://dbpedia.org/resource/Otis,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Otis Reservoir","http://dbpedia.org/resource/Otis_Reservoir","4.39084e+06","Tolland, Massachussettss","http://dbpedia.org/resource/Tolland,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Pacheco Reservoir","http://dbpedia.org/resource/Pacheco_Reservoir","797231.0","Santa Clara County, Californiaa","http://dbpedia.org/resource/Santa_Clara_County,_California","California","http://dbpedia.org/resource/California"
"Padgett Lake","http://dbpedia.org/resource/Padgett_Lake","64506.9","Lake Wales, Floridaa","http://dbpedia.org/resource/Lake_Wales,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Park Lake (Orlando, Florida)","http://dbpedia.org/resource/Park_Lake_(Orlando,_Florida)","35612.3","Orlandoo, Florida","http://dbpedia.org/resource/Orlando,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Parker Mills Pond","http://dbpedia.org/resource/Parker_Mills_Pond","424920.0","Wareham, Massachusettsss","http://dbpedia.org/resource/Wareham,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Parker Mills Pond","http://dbpedia.org/resource/Parker_Mills_Pond","424920.0","Wareham, Massachusetts","http://dbpedia.org/resource/Wareham,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Pembroke Street South Pond","http://dbpedia.org/resource/Pembroke_Street_South_Pond","64749.7","Kingston, Massachusettss","http://dbpedia.org/resource/Kingston,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Pembroke Street South Pond","http://dbpedia.org/resource/Pembroke_Street_South_Pond","64749.7","Kingston, Massachusettss","http://dbpedia.org/resource/Kingston,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Petaluma Reservoir","http://dbpedia.org/resource/Petaluma_Reservoir","40468.6","Sonoma County, Californiaa","http://dbpedia.org/resource/Sonoma_County,_California","California","http://dbpedia.org/resource/California"
"Pine Flat Lake","http://dbpedia.org/resource/Pine_Flat_Lake","2.41597e+07","Fresno County, Californiaaa","http://dbpedia.org/resource/Fresno_County,_California","California","http://dbpedia.org/resource/California"
"Pine Lake (Duxbury, Massachusetts)","http://dbpedia.org/resource/Pine_Lake_(Duxbury,_Massachusetts)","93077.7","Duxbury, Massachusettss","http://dbpedia.org/resource/Duxbury,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Pine Lake (Duxbury, Massachusetts)","http://dbpedia.org/resource/Pine_Lake_(Duxbury,_Massachusetts)","93077.7","Duxbbury, Massachusettss","http://dbpedia.org/resource/Duxbury,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Pine Street Pond","http://dbpedia.org/resource/Pine_Street_Pond","68796.6","Duxbury, Massachusetttss","http://dbpedia.org/resource/Duxbury,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Pine Street Pond","http://dbpedia.org/resource/Pine_Street_Pond","68796.6","Duxbury, Massachusettss","http://dbpedia.org/resource/Duxbury,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Pocksha Pond","http://dbpedia.org/resource/Pocksha_Pond","930777.0","Lakeville, Massachusettss","http://dbpedia.org/resource/Lakeville,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Pocksha Pond","http://dbpedia.org/resource/Pocksha_Pond","930777.0","Middleborough, Massachusetts","http://dbpedia.org/resource/Middleborough,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Pocksha Pond","http://dbpedia.org/resource/Pocksha_Pond","930777.0","Middleborough, Massachusettts","http://dbpedia.org/resource/Middleborough,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Pocksha Pond","http://dbpedia.org/resource/Pocksha_Pond","930777.0","Lakeville, Massachusettsss","http://dbpedia.org/resource/Lakeville,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Puddingstone Reservoir","http://dbpedia.org/resource/Puddingstone_Reservoir","1.01171e+06","Los Angeles County, Californiaa","http://dbpedia.org/resource/Los_Angeles_County,_California","California","http://dbpedia.org/resource/California"
"Quaboag Pond","http://dbpedia.org/resource/Quaboag_Pond","2.17316e+06","Brookfield, Massachusetts","http://dbpedia.org/resource/Brookfield,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Quaboag Pond","http://dbpedia.org/resource/Quaboag_Pond","2.17316e+06","East Brookfielld, Massachusetts","http://dbpedia.org/resource/East_Brookfield,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Quail Lake","http://dbpedia.org/resource/Quail_Lake","1e+06","Los Angeles County, Californiaa","http://dbpedia.org/resource/Los_Angeles_County,_California","California","http://dbpedia.org/resource/California"
"Racetrack Playa","http://dbpedia.org/resource/Racetrack_Playa","7e+06","Inyo Countty, Californiaa","http://dbpedia.org/resource/Inyo_County,_California","California","http://dbpedia.org/resource/California"
"Rancho Seco Recreational Park","http://dbpedia.org/resource/Rancho_Seco_Recreational_Park","647497.0","Sacramento County, Californiaa","http://dbpedia.org/resource/Sacramento_County,_California","California","http://dbpedia.org/resource/California"
"Rector Reservoir","http://dbpedia.org/resource/Rector_Reservoir","331842.0","Napa County, Californiaaa","http://dbpedia.org/resource/Napa_County,_California","California","http://dbpedia.org/resource/California"
"Red Lake (Orlando)","http://dbpedia.org/resource/Red_Lake_(Orlando)","497763.0","Orlando, Floridaa","http://dbpedia.org/resource/Orlando,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Reeds Millpond","http://dbpedia.org/resource/Reeds_Millpond","40468.6","Kingston, Massachusettss","http://dbpedia.org/resource/Kingston,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Reeds Millpond","http://dbpedia.org/resource/Reeds_Millpond","40468.6","Kingstonn, Massachusetts","http://dbpedia.org/resource/Kingston,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Reeves Lake","http://dbpedia.org/resource/Reeves_Lake","109872.0","Winter Haven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"River Lake (Winter Haven, Florida)","http://dbpedia.org/resource/River_Lake_(Winter_Haven,_Florida)","109184.0","Winter Haven, Floridaaa","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Robbins Pond (Massachusetts)","http://dbpedia.org/resource/Robbins_Pond_(Massachusetts)","501810.0","East Bridgewater, Massachusetts","http://dbpedia.org/resource/East_Bridgewater,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Robbins Pond (Massachusetts)","http://dbpedia.org/resource/Robbins_Pond_(Massachusetts)","501810.0","Halifax,, Massachusetts","http://dbpedia.org/resource/Halifax,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Robbins Pond (Massachusetts)","http://dbpedia.org/resource/Robbins_Pond_(Massachusetts)","501810.0","East Bridgewater, Massachusettss","http://dbpedia.org/resource/East_Bridgewater,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Robbins Pond (Massachusetts)","http://dbpedia.org/resource/Robbins_Pond_(Massachusetts)","501810.0","Halifax, Massachusettss","http://dbpedia.org/resource/Halifax,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Roberts Lake","http://dbpedia.org/resource/Roberts_Lake","20234.3","Rohnert Park, Californiaa","http://dbpedia.org/resource/Rohnert_Park,_California","California","http://dbpedia.org/resource/California"
"Rocky Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Rocky_Pond_(Plymouth,_Massachusetts)","72843.4","Plymouth, MMassachusettts","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Rocky Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Rocky_Pond_(Plymouth,_Massachusetts)","72843.4","Plymouth, MMassachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Rogers Dry Lake","http://dbpedia.org/resource/Rogers_Dry_Lake","1.12e+08","Kern County, Californiaaa","http://dbpedia.org/resource/Kern_County,_California","California","http://dbpedia.org/resource/California"
"Rogers Dry Lake","http://dbpedia.org/resource/Rogers_Dry_Lake","1.12e+08","Los Angeles County, Californiaa","http://dbpedia.org/resource/Los_Angeles_County,_California","California","http://dbpedia.org/resource/California"
"Rosamond Lake","http://dbpedia.org/resource/Rosamond_Lake","3.5e+07","Kern County, California","http://dbpedia.org/resource/Kern_County,_California","California","http://dbpedia.org/resource/California"
"Rosamond Lake","http://dbpedia.org/resource/Rosamond_Lake","3.5e+07","Los Angelles County, California","http://dbpedia.org/resource/Los_Angeles_County,_California","California","http://dbpedia.org/resource/California"
"Round Lake (Florida lake)","http://dbpedia.org/resource/Round_Lake_(Florida_lake)","108213.0","Winter HHaven, Florida","http://dbpedia.org/resource/Winter_Haven,_Florida","Florida","http://dbpedia.org/resource/Florida"
"Round Pond (Duxbury, Massachusetts)","http://dbpedia.org/resource/Round_Pond_(Duxbury,_Massachusetts)","44515.4","Duxbury, Massachusetts","http://dbpedia.org/resource/Duxbury,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Round Pond (Duxbury, Massachusetts)","http://dbpedia.org/resource/Round_Pond_(Duxbury,_Massachusetts)","44515.4","Duxbury, Massachusettsss","http://dbpedia.org/resource/Duxbury,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Round Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Round_Pond_(Plymouth,_Massachusetts)","40468.6","Plymouth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Round Pond (Plymouth, Massachusetts)","http://dbpedia.org/resource/Round_Pond_(Plymouth,_Massachusetts)","40468.6","Plymouth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Russell Millpond","http://dbpedia.org/resource/Russell_Millpond","169968.0","Plymouth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Russell Millpond","http://dbpedia.org/resource/Russell_Millpond","169968.0","Plymouth, Massachusettss","http://dbpedia.org/resource/Plymouth,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Russell Pond (Massachusetts)","http://dbpedia.org/resource/Russell_Pond_(Massachusetts)","56656.0","Kingston, Masssachusetts","http://dbpedia.org/resource/Kingston,_Massachusetts","Plymouth County, Massachusetts","http://dbpedia.org/resource/Plymouth_County,_Massachusetts"
"Russell Pond (Massachusetts)","http://dbpedia.org/resource/Russell_Pond_(Massachusetts)","56656.0","Kingston, Massachusetts","http://dbpedia.org/resource/Kingston,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts"
"Salt Spring Valley Reservoir","http://dbpedia.org/resource/Salt_Spring_Valley_Reservoir","3.94569e+06","Calaveras  County, California","http://dbpedia.org/resource/Calaveras_County,_California","California","http://dbpedia.org/resource/California"
"Salton Sea","http://dbpedia.org/resource/Salton_Sea","8.89e+08","Imperrial Counnty, California","http://dbpedia.org/resource/Imperial_County,_California","California","http://dbpedia.org/resource/California"
